query,intent,entities,response
Is the train from Union Station to Central Park running next Monday?,status_query,"{'source': 'Union Station', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from Union Station to Central Park is operating normally next Monday."
How do I get from San Diego to San Francisco using train?,route_query,"{'source': 'San Diego', 'destination': 'San Francisco', 'date': 'today', 'time': 'night', 'transport_mode': 'train'}",You can take the train from San Diego to San Francisco. It usually takes about 56 minutes.
What time is the next bus from Brooklyn to Times Square this weekend evening?,schedule_query,"{'source': 'Brooklyn', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}",The next bus from Brooklyn to Times Square departs at 11:15 PM on this weekend.
Is the train from Times Square to San Diego running this weekend?,status_query,"{'source': 'Times Square', 'destination': 'San Diego', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}","Yes, the train service from Times Square to San Diego is operating normally this weekend."
What time is the next metro from San Diego to City Center next Monday afternoon?,schedule_query,"{'source': 'San Diego', 'destination': 'City Center', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from San Diego to City Center departs at 8:30 AM on next Monday.
What time is the next bus from City Center to Central Park today early morning?,schedule_query,"{'source': 'City Center', 'destination': 'Central Park', 'date': 'today', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from City Center to Central Park departs at 10:30 PM on today.
What time is the next train from Times Square to LA this weekend night?,schedule_query,"{'source': 'Times Square', 'destination': 'LA', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'train'}",The next train from Times Square to LA departs at 12:45 AM on this weekend.
What time is the next bus from JFK Airport to San Diego this weekend morning?,schedule_query,"{'source': 'JFK Airport', 'destination': 'San Diego', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from JFK Airport to San Diego departs at 3:00 AM on this weekend.
Is the bus from Manhattan to Brooklyn running this weekend?,status_query,"{'source': 'Manhattan', 'destination': 'Brooklyn', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Manhattan to Brooklyn is operating normally this weekend."
What time is the next train from City Center to Brooklyn this weekend early morning?,schedule_query,"{'source': 'City Center', 'destination': 'Brooklyn', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'train'}",The next train from City Center to Brooklyn departs at 1:45 AM on this weekend.
What time is the next metro from City Center to Downtown today evening?,schedule_query,"{'source': 'City Center', 'destination': 'Downtown', 'date': 'today', 'time': 'evening', 'transport_mode': 'metro'}",The next metro from City Center to Downtown departs at 7:30 PM on today.
Is the train from Brooklyn to Manhattan running tomorrow?,status_query,"{'source': 'Brooklyn', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from Brooklyn to Manhattan is operating normally tomorrow."
What time is the next metro from Union Station to San Francisco today late night?,schedule_query,"{'source': 'Union Station', 'destination': 'San Francisco', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}",The next metro from Union Station to San Francisco departs at 5:45 PM on today.
What time is the next bus from Central Park to San Francisco today early morning?,schedule_query,"{'source': 'Central Park', 'destination': 'San Francisco', 'date': 'today', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from Central Park to San Francisco departs at 12:45 PM on today.
Is the metro from Central Park to San Diego running today?,status_query,"{'source': 'Central Park', 'destination': 'San Diego', 'date': 'today', 'time': 'evening', 'transport_mode': 'metro'}","Yes, the metro service from Central Park to San Diego is operating normally today."
Is the train from San Diego to LA running today?,status_query,"{'source': 'San Diego', 'destination': 'LA', 'date': 'today', 'time': 'early morning', 'transport_mode': 'train'}","Yes, the train service from San Diego to LA is operating normally today."
Is the bus from JFK Airport to San Francisco running tomorrow?,status_query,"{'source': 'JFK Airport', 'destination': 'San Francisco', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'bus'}","Yes, the bus service from JFK Airport to San Francisco is operating normally tomorrow."
What time is the next metro from Downtown to Central Park this weekend early morning?,schedule_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from Downtown to Central Park departs at 12:00 AM on this weekend.
Is the train from Manhattan to Union Station running next Monday?,status_query,"{'source': 'Manhattan', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'train'}","Yes, the train service from Manhattan to Union Station is operating normally next Monday."
Is the metro from Downtown to San Francisco running this weekend?,status_query,"{'source': 'Downtown', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'metro'}","Yes, the metro service from Downtown to San Francisco is operating normally this weekend."
